,Title,Date Published,Peer Review,DOI,Author,Keywords,Methodology,References,Journal,Volume,Issue,Pages
614482654.xml,"Taking the easy way out: Preference diversity, decision strategies, and decision refusal in groups
",2008-05-01,True,10.1037/0022-3514.94.5.860,"['Nijstad, Bernard A.', 'Kaps, Silvia C.']","['group decision making', 'decision refusal', 'preference diversity']","['Empirical Study', 'Quantitative Study']",35.0,Journal of Personality and Social Psychology,94.0,5.0,860-870
614479494.xml,"Affective incoherence: When affective concepts and embodied reactions clash
",2008-04-01,True,10.1037/0022-3514.94.4.560,"['Centerbar, David B.', 'Schnall, Simone', 'Clore, Gerald L.', 'Garvin, Erika D.']","['affective coherence', 'embodiment', 'affect', 'motor behavior', 'facial expression']","['Empirical Study', 'Quantitative Study']",76.0,Journal of Personality and Social Psychology,94.0,4.0,560-578
849701648.xml,"Genetic and environmental influences on personality trait stability and growth during the transition to adulthood: A three-wave longitudinal study
",2011-03-01,True,10.1037/a0022409,"['Hopwood, Christopher J.', 'Donnellan, M. Brent', 'Blonigen, Daniel M.', 'Krueger, Robert F.', 'McGue, Matt', 'Iacono, William G.', 'Burt, S. Alexandra']","['behavior genetics', 'personality development', 'personality traits', 'transition to adulthood', 'twins']","['Empirical Study', 'Longitudinal Study', 'Quantitative Study', 'Twin Study']",67.0,Journal of Personality and Social Psychology,100.0,3.0,545-556
614307356.xml,"Metatraits: Evidence relevant to the validity of the construct and its implications
",1993-09-01,True,10.1037/0022-3514.65.3.554,"['Britt, Thomas W.']","['validity of metatrait construct, college students']",['Empirical Study'],32.0,Journal of Personality and Social Psychology,65.0,3.0,554-562
614299096.xml,"Cognitive/affective reactions in the improvement of self-esteem: When thoughts and feelings make a difference
",1985-10-01,True,10.1037/0022-3514.49.4.1086,"['Andersen, Susan M.', 'Williams, Marirosa']","['cognitive-affective reactions vs behavioral reactions, improvement of self esteem, college students']",['Empirical Study'],73.0,Journal of Personality and Social Psychology,49.0,4.0,1086-1097
614320831.xml,"Self-consciousness and self-assessment
",1985-01-01,True,10.1037/0022-3514.48.1.117,"['Carver, Charles S.', 'Antoni, Michael H.', 'Scheier, Michael F.']","['self consciousness & initial feedback, seeking out vs avoidance of ability-diagnostic information, college students']",['Empirical Study'],41.0,Journal of Personality and Social Psychology,48.0,1.0,117-124
2108009492.xml,"Does attachment anxiety promote the encoding of false memories? An investigation of the processes linking adult attachment to memory errors
",2018-10-01,True,10.1037/pspp0000215,"['Hudson, Nathan W.', 'Fraley, R. Chris']","['adult attachment', 'false memories', 'personality processes']","['Empirical Study', 'Quantitative Study']",72.0,Journal of Personality and Social Psychology,115.0,4.0,688-715
1685750384.xml,"Personality structure and social style in macaques
",2015-08-01,True,10.1037/pspp0000041,"['Adams, Mark James', 'Majolo, Bonaventura', 'Ostner, Julia', 'Schülke, Oliver', 'De Marco, Arianna', 'Thierry, Bernard', 'Engelhardt, Antje', 'Widdig, Anja', 'Gerald, Melissa S.', 'Weiss, Alexander']","['comparative', 'dominance', 'animal personality', 'Old World monkey', 'social style', 'fuzzy set']","['Empirical Study', 'Quantitative Study']",95.0,Journal of Personality and Social Psychology,109.0,2.0,338-353
614357667.xml,"What is satisfying about satisfying events? Testing 10 candidate psychological needs
",2001-02-01,True,10.1037/0022-3514.80.2.325,"['Sheldon, Kennon M.', 'Elliot, Andrew J.', 'Kim, Youngmee', 'Kasser, Tim']","['10 fundamental psychological needs & relation to most satisfying life experiences & self-concept, US vs South Korean college students']",['Empirical Study'],72.0,Journal of Personality and Social Psychology,80.0,2.0,325-339
1803454658.xml,"The multidimensional nature of resilience to spousal loss
",2017-06-01,True,10.1037/pspp0000095,"['Infurna, Frank J.', 'Luthar, Suniya S.']","['bereavement', 'resilience', 'HILDA: subjective well-being', 'major life stressors']","['Empirical Study', 'Longitudinal Study', 'Quantitative Study']",86.0,Journal of Personality and Social Psychology,112.0,6.0,926-947
614383614.xml,"Dynamic role of social support in the link between chronic stress and psychological distress
",1991-12-01,True,10.1037/0022-3514.61.6.899,"['Lepore, Stephen J.', 'Evans, Gary W.', 'Schneider, Margaret L.']","['household crowding as chronic environmental stressor & buffering effects of social support, psychological distress, college students, 8 mo study']","['Empirical Study', 'Longitudinal Study']",74.0,Journal of Personality and Social Psychology,61.0,6.0,899-909
614302624.xml,"Continuity and change: Assortative marriage and the consistency of personality in adulthood
",1990-02-01,True,10.1037/0022-3514.58.2.250,"['Caspi, Avshalom', 'Herbener, Ellen S.']","['mate selection, personality stability, married couples']",['Empirical Study'],50.0,Journal of Personality and Social Psychology,58.0,2.0,250-258
1506422476.xml,"The devil is in the details: Abstract versus concrete construals of multiculturalism differentially impact intergroup relations
",2014-05-01,True,10.1037/a0035830,"['Yogeeswaran, Kumar', 'Dasgupta, Nilanjana']","['construal', 'multiculturalism', 'national identity', 'political ideology', 'prejudice', 'intergroup relations']","['Empirical Study', 'Quantitative Study']",105.0,Journal of Personality and Social Psychology,106.0,5.0,772-789
614335983.xml,"Misperceiving negotiation counterparts: When situationally determined bargaining behaviors are attributed to personality traits
",1999-07-01,True,10.1037/0022-3514.77.1.52,"['Morris, Michael W.', 'Larrick, Richard P.', 'Su, Steven K.']","['systematic errors of perceptions in personality-trait attributions for bargaining behaviors of counterparts, MBA students as negotiators']",['Empirical Study'],66.0,Journal of Personality and Social Psychology,77.0,1.0,52-67
614304258.xml,"Specific forms of facial EMG response index emotions during an interview: From Darwin to the continuous flow hypothesis of affect-laden information processing
",1988-04-01,True,10.1037/0022-3514.54.4.592,"['Cacioppo, John T.', 'Martzke, Jeffrey S.', 'Petty, Richard E.', 'Tassinary, Louis G.']","['facial EMG & audiovisual recordings reflecting emotional states, female college students being interviewed about self']","['Empirical Study', 'Interview']",63.0,Journal of Personality and Social Psychology,54.0,4.0,592-604
2325001573.xml,"What is the structure of perceiver effects? On the importance of global positivity and trait-specificity across personality domains and judgment contexts
",2019-12-12,True,10.1037/pspp0000278,"['Rau, Richard', 'Carlson, Erika N.', 'Back, Mitja D.', 'Barranti, Maxwell', 'Gebauer, Jochen E.', 'Human, Lauren J.', 'Leising, Daniel', 'Nestler, Steffen']","['generalized other-perception', 'interpersonal perception', 'perceiver effect', 'person impression', 'person judgment']","['Empirical Study', 'Quantitative Study']",69.0,Journal of Personality and Social Psychology,,,
821594575.xml,"Bodies obliged and unbound: Differentiated response tendencies for injunctive and descriptive social norms
",2011-03-01,True,10.1037/a0021470,"['Jacobson, Ryan P.', 'Mortensen, Chad R.', 'Cialdini, Robert B.']","['conformity', 'self-regulation', 'social influence', 'social norms', 'psychological response tendencies', 'cognitive associations']","['Empirical Study', 'Quantitative Study']",83.0,Journal of Personality and Social Psychology,100.0,3.0,433-448
614335196.xml,"The functional basis of counterfactual thinking
",1994-05-01,True,10.1037/0022-3514.66.5.805,"['Roese, Neal J.']","['upward vs downward direction & additive vs subtractive structure of counterfactual thoughts, feeling better & intended future improvement, college students, Canada']",['Empirical Study'],59.0,Journal of Personality and Social Psychology,66.0,5.0,805-818
614334824.xml,"Does trait coping exist? A momentary assessment approach to the evaluation of traits
",1999-08-01,True,10.1037/0022-3514.77.2.360,"['Schwartz, Jopseph E.', 'Neale, John', 'Marco, Chris', 'Shiffman, Saul S.', 'Stone, Arthur A.']","['existence of individual traitlike differences in coping styles & validity of traditional assessments of momentary self-reports of coping, men & women with high levels of work or marital stress']",['Empirical Study'],32.0,Journal of Personality and Social Psychology,77.0,2.0,360-369
614385585.xml,"Expressive writing and the role of alexythimia as a dispositional deficit in self-disclosure and psychological health
",1999-09-01,True,10.1037/0022-3514.77.3.630,"['Páez, Darío', 'Velasco, Carmen', 'González, José Luis']","['expressive writing about disclosed vs undisclosed trauma vs social events, alexythimia as dispositional deficit & self-reported affect & psychological health correlates, college students']",['Empirical Study'],28.0,Journal of Personality and Social Psychology,77.0,3.0,630-641
922754865.xml,"Self-generated persuasion: Effects of the target and direction of arguments
",2012-05-01,True,10.1037/a0027231,"['Briñol, Pablo', 'McCaslin, Michael J.', 'Petty, Richard E.']","['attitude change', 'role-playing', 'self-knowledge', 'self-persuasion', 'target', 'arguments']","['Empirical Study', 'Experimental Replication', 'Quantitative Study']",65.0,Journal of Personality and Social Psychology,102.0,5.0,925-940
614320319.xml,"Cognitive and affective components of automatic priming effects
",1988-05-01,True,10.1037/0022-3514.54.5.741,"['Erdley, Cynthia A.', ""D'Agostino, Paul R.""]","['automatic priming through subliminal trait related information, perception of target person, college students']",['Empirical Study'],21.0,Journal of Personality and Social Psychology,54.0,5.0,741-747
614485433.xml,"Editorial
",1986-02-01,True,10.1037/h0090438,"['Sarason, Irwin G.']","['Journal of Personality and Social Psychology', 'Personality Processes and Individual Differences section', 'editorial goals']",[],,Journal of Personality and Social Psychology,50.0,2.0,348
614315777.xml,"Depression and pessimism for the future: Biased use of statistically relevant information in predictions for self versus others
",1987-02-01,True,10.1037/0022-3514.52.2.366,"['Alloy, Lauren B.', 'Ahrens, Anthony H.']","['pessimism in prediction of likelihood of future outcomes, depressed vs nondepressed college students, test of social comparison vs attribution style hypothesis']",['Empirical Study'],64.0,Journal of Personality and Social Psychology,52.0,2.0,366-378
614482489.xml,"Relations between personality and coping: A meta-analysis
",2007-12-01,True,10.1037/0022-3514.93.6.1080,"['Connor-Smith, Jennifer K.', 'Flachsbart, Celeste']","['personality', 'coping', 'meta-analysis', 'Big Five personality traits']",['Meta Analysis'],204.0,Journal of Personality and Social Psychology,93.0,6.0,1080-1107
763259015.xml,"The expression of determination: Similarities between anger and approach-related positive affect
",2011-01-01,True,10.1037/a0020966,"['Harmon-Jones, Cindy', 'Schmeichel, Brandon J.', 'Mennitt, Eileen', 'Harmon-Jones, Eddie']","['emotion', 'facial expressions', 'motivation', 'positive affect', 'anger', 'determination', 'perception']","['Empirical Study', 'Quantitative Study']",54.0,Journal of Personality and Social Psychology,100.0,1.0,172-181
2126302833.xml,"People systematically update moral judgments of blame
",2019-02-01,True,10.1037/pspa0000137,"['Monroe, Andrew E.', 'Malle, Bertram F.']","['blame', 'intentionality', 'moral judgment', 'mental states', 'motivational bias']","['Empirical Study', 'Quantitative Study']",111.0,Journal of Personality and Social Psychology,116.0,2.0,215-236
614335965.xml,"The auto-verification of social hypotheses: Stereotyping and the power of sample size
",1999-07-01,True,10.1037/0022-3514.77.1.5,"['Fiedler, Klaus', 'Walther, Eva', 'Nickel, Stefanie']","['auto-verification in social hypothesis-testing approach to stereotyping & sample size, college students']",['Empirical Study'],86.0,Journal of Personality and Social Psychology,77.0,1.0,5-18
614318056.xml,"Individual differences in cardiac sympathetic control predict endocrine and immune responses to acute psychological stress
",1995-10-01,True,10.1037/0022-3514.69.4.736,"['Uchino, Bert N.', 'Cacioppo, John T.', 'Malarkey, William', 'Glaser, Ronald']","['individual differences in cardiovascular reactivity & endocrine & immune responses to acute psychological stress during mental arithmetic challenge, healthy female college students']",['Empirical Study'],51.0,Journal of Personality and Social Psychology,69.0,4.0,736-743
